일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),노선명,역명,승하차인원,휴일여부
2020-03-30,10,0,1.4,3호선,고속터미널,54159,0
2020-03-31,11.7,0,1.6,3호선,고속터미널,53249,0
2020-04-01,11.6,0,2.3,3호선,고속터미널,52734,0
2020-04-02,9.8,0,1.4,3호선,고속터미널,54188,0
2020-04-03,10.1,0,1.6,3호선,고속터미널,67986,1
2020-04-04,9.2,0,2.8,3호선,고속터미널,61536,1
2020-04-05,7.7,0,2,3호선,고속터미널,48396,0
2020-04-06,9.6,0,1.5,3호선,고속터미널,55589,0
2020-04-07,10.9,0,1.5,3호선,고속터미널,54034,0
2020-04-08,10.1,0,2.5,3호선,고속터미널,55061,0
2020-04-09,9.2,0,1.9,3호선,고속터미널,55242,0
2020-04-10,10.5,0,1.4,3호선,고속터미널,69298,1
2020-04-11,9.9,0,1.5,3호선,고속터미널,63975,1
2020-04-12,9.4,0,1.8,3호선,고속터미널,50595,0
2020-04-13,12.3,0,1.8,3호선,고속터미널,57478,0
2020-04-14,12.9,0,1.7,3호선,고속터미널,62612,0
2020-04-15,13.3,0,1.4,3호선,고속터미널,50277,1
2020-04-16,16.2,0,1.6,3호선,고속터미널,59076,0
2020-04-17,12.5,8,1.4,3호선,고속터미널,70534,1
2020-04-18,14.1,0,1.6,3호선,고속터미널,72365,1
2020-04-19,12.3,11.5,1.3,3호선,고속터미널,54557,0
2020-04-20,10.8,0.5,1.8,3호선,고속터미널,59132,0
2020-04-21,8.2,0,2.4,3호선,고속터미널,61015,0
2020-04-22,6.9,0,2.8,3호선,고속터미널,61977,0
2020-04-23,8.8,0,2.4,3호선,고속터미널,63357,0
2020-04-24,10.5,0,1.8,3호선,고속터미널,79272,1
2020-04-25,14.1,0,1.9,3호선,고속터미널,78676,1
2020-04-26,12.9,0,1.9,3호선,고속터미널,62190,0
2020-04-27,13.2,0,1.6,3호선,고속터미널,66770,0
2020-04-28,14.3,0,1.5,3호선,고속터미널,68934,0
2020-04-29,15,0,1.6,3호선,고속터미널,86961,0
2020-04-30,17.6,0,1.5,3호선,고속터미널,80438,1
2020-05-01,21.3,0,1.4,3호선,고속터미널,81841,1
2020-05-02,21.2,0,1.3,3호선,고속터미널,83487,1
2020-05-03,21.7,0,1.3,3호선,고속터미널,71031,0
2020-05-04,20.6,0,1.5,3호선,고속터미널,79156,0
2020-05-05,15.8,0,1.1,3호선,고속터미널,68696,1
2020-05-06,19.6,0,1.5,3호선,고속터미널,74982,0
2020-05-07,21.1,0,1.8,3호선,고속터미널,79744,0
2020-05-08,19.9,3,1.6,3호선,고속터미널,97079,1
2020-05-09,14.7,22.5,1.2,3호선,고속터미널,86202,1
2020-05-10,14.8,0.5,1.1,3호선,고속터미널,72049,0
2020-05-11,17.1,3,1.6,3호선,고속터미널,71082,0
2020-05-12,14.9,1,1.8,3호선,고속터미널,68875,0
2020-05-13,16.1,0,1.6,3호선,고속터미널,69801,0
2020-05-14,19.7,0,1.2,3호선,고속터미널,70149,0
2020-05-15,16,10,1.7,3호선,고속터미널,82554,1
2020-05-16,17.3,1,0.8,3호선,고속터미널,80678,1
2020-05-17,20,0,1.2,3호선,고속터미널,64649,0
2020-05-18,19.4,23,1.8,3호선,고속터미널,66343,0
2019-01-01,-3.3,0,1.5,2호선,잠실(송파구청),91401,1
2019-01-02,-3.1,0,1.3,2호선,잠실(송파구청),168694,0
2019-01-03,-1.3,0,1,2호선,잠실(송파구청),178310,0
2019-01-04,0,0,1,2호선,잠실(송파구청),188245,1
2019-01-05,-1,0,1.9,2호선,잠실(송파구청),160300,1
2019-01-06,-1.2,0,1.2,2호선,잠실(송파구청),113563,0
2019-01-07,-0.3,0,1.1,2호선,잠실(송파구청),169149,0
2019-01-08,-1.9,0,2.7,2호선,잠실(송파구청),176453,0
2019-01-09,-3.3,0,1.3,2호선,잠실(송파구청),173101,0
2019-01-10,0.6,0,1.1,2호선,잠실(송파구청),179213,0
2019-01-11,3.3,0,1.2,2호선,잠실(송파구청),186876,1
2019-01-12,4.3,0,1,2호선,잠실(송파구청),165159,1
2019-01-13,2.8,0,1,2호선,잠실(송파구청),118920,0
2019-01-14,2.5,0,0.8,2호선,잠실(송파구청),165362,0
2019-01-15,-0.5,0,2.6,2호선,잠실(송파구청),176111,0
2019-01-16,-4.1,0,1.9,2호선,잠실(송파구청),176860,0
2019-01-17,0.9,0,1.8,2호선,잠실(송파구청),179995,0
2019-01-18,2,0,1.2,2호선,잠실(송파구청),190365,1
2019-01-19,4.6,0,0.9,2호선,잠실(송파구청),164923,1
2019-01-20,-0.2,0,3.1,2호선,잠실(송파구청),118237,0
2019-01-21,0.6,0,1.6,2호선,잠실(송파구청),170939,0
2019-01-22,3.2,0,1.2,2호선,잠실(송파구청),178100,0
2019-01-23,3.3,0,2,2호선,잠실(송파구청),183076,0
2019-01-24,1.7,0,1.3,2호선,잠실(송파구청),184712,0
2019-01-25,0.1,0,2.3,2호선,잠실(송파구청),190284,1
2019-01-26,-1,0,2,2호선,잠실(송파구청),166427,1
2019-01-27,1.2,0,1.3,2호선,잠실(송파구청),119482,0
2019-01-28,2.1,0,2.7,2호선,잠실(송파구청),171243,0
2019-01-29,1.6,0,1.1,2호선,잠실(송파구청),178502,0
2019-01-30,3.1,0,1.2,2호선,잠실(송파구청),177554,0
2019-01-31,-0.4,0,2,2호선,잠실(송파구청),174997,0
2019-02-01,-0.5,0,1.5,2호선,잠실(송파구청),173606,1
2019-02-02,2.8,0,1.4,2호선,잠실(송파구청),127327,1
2019-02-03,4.1,0,1.3,2호선,잠실(송파구청),93779,0
2019-02-04,1.2,0,2,2호선,잠실(송파구청),83577,1
2019-02-05,3.9,0,1.3,2호선,잠실(송파구청),74419,1
2019-02-06,6.1,0,1.1,2호선,잠실(송파구청),105586,1
2019-02-07,-0.8,0,2.8,2호선,잠실(송파구청),172011,0
2019-02-08,-4.5,0,1.8,2호선,잠실(송파구청),185881,1
2019-02-09,-4,0,2.3,2호선,잠실(송파구청),168942,1
2019-02-10,-3.7,0,1.5,2호선,잠실(송파구청),120140,0
2019-02-11,-1.6,0,2,2호선,잠실(송파구청),176748,0
2019-02-12,0.8,0,1.5,2호선,잠실(송파구청),186349,0
2019-02-13,-0.5,0,1.8,2호선,잠실(송파구청),188349,0
2019-02-14,0.8,0,1.3,2호선,잠실(송파구청),188669,0
2019-02-15,0.4,0,1.6,2호선,잠실(송파구청),193040,1
2019-02-16,-1.2,0,2.2,2호선,잠실(송파구청),180625,1
2019-02-17,0.1,0,1.7,2호선,잠실(송파구청),134047,0
2019-02-18,2.2,3,1.1,2호선,잠실(송파구청),182911,0
2019-02-19,2.3,0,1.2,2호선,잠실(송파구청),178208,0
2019-02-20,2.9,0,1.8,2호선,잠실(송파구청),190186,0
2019-02-21,3.7,0,1.1,2호선,잠실(송파구청),192218,0
2019-02-22,5,0,1.1,2호선,잠실(송파구청),197611,1
2019-02-23,7.8,0,1.1,2호선,잠실(송파구청),183885,1
2019-02-24,7.2,0,1.1,2호선,잠실(송파구청),138546,0
2019-02-25,6.3,0,1.3,2호선,잠실(송파구청),185081,0
2019-02-26,7.4,0,1.2,2호선,잠실(송파구청),199285,0
2019-02-27,9.1,0,1.2,2호선,잠실(송파구청),197000,0
2019-02-28,8.2,0,1.1,2호선,잠실(송파구청),202201,0
2019-03-01,7.9,0,1.4,2호선,잠실(송파구청),167902,1
2019-03-02,9,0,0.9,2호선,잠실(송파구청),164526,1
2019-03-03,10.5,0,1,2호선,잠실(송파구청),115204,0
2019-03-04,11,0,1.1,2호선,잠실(송파구청),153244,0
2019-03-05,9.1,0,1.4,2호선,잠실(송파구청),162599,0
2019-03-06,9.5,0,1.5,2호선,잠실(송파구청),167224,0
2019-03-07,8.4,0,1.6,2호선,잠실(송파구청),173912,0
2019-03-08,7.1,0,1.7,2호선,잠실(송파구청),185728,1
2019-03-09,8.5,0,1.3,2호선,잠실(송파구청),175668,1
2019-03-10,10.9,0,1.4,2호선,잠실(송파구청),122526,0
2019-03-11,8.1,0,1.5,2호선,잠실(송파구청),164653,0
2019-03-12,5.3,0,2.3,2호선,잠실(송파구청),167616,0
2019-03-13,4.7,0,2.6,2호선,잠실(송파구청),169379,0
2019-03-14,6.2,0,1.7,2호선,잠실(송파구청),177123,0
2019-03-15,6,8.5,1.6,2호선,잠실(송파구청),181314,1
2019-03-16,5.5,0,1.4,2호선,잠실(송파구청),172516,1
2019-03-17,7.3,0,1.5,2호선,잠실(송파구청),132657,0
2019-03-18,8.2,0,1.4,2호선,잠실(송파구청),169090,0
2019-03-19,11.1,0,1.3,2호선,잠실(송파구청),170559,0
2019-03-20,11.2,17,1.1,2호선,잠실(송파구청),164098,0
2019-03-21,8.3,4,2.2,2호선,잠실(송파구청),171123,0
2019-03-22,4.3,0,2.8,2호선,잠실(송파구청),189574,1
2019-03-23,4.7,2.5,2.4,2호선,잠실(송파구청),174788,1
2019-03-24,5.5,0,1.7,2호선,잠실(송파구청),124969,0
2019-03-25,8.3,0,1.9,2호선,잠실(송파구청),164306,0
2019-03-26,12.3,0,1.3,2호선,잠실(송파구청),169385,0
2019-03-27,12.8,0,2.3,2호선,잠실(송파구청),172805,0
2019-03-28,10.4,0,1.9,2호선,잠실(송파구청),175847,0
2019-03-29,10,0,2,2호선,잠실(송파구청),193999,1
2019-03-30,6.3,2,1.9,2호선,잠실(송파구청),171568,1
2019-03-31,5.3,0,2.7,2호선,잠실(송파구청),125709,0
2019-04-01,6.7,0,2.3,2호선,잠실(송파구청),170954,0
2019-04-02,8.1,0,1.9,2호선,잠실(송파구청),174412,0
2019-04-03,8.4,0,1.7,2호선,잠실(송파구청),181597,0
2019-04-04,10.1,0,2.1,2호선,잠실(송파구청),188112,0
2019-04-05,12.1,0,2.1,2호선,잠실(송파구청),231199,1
2019-04-06,10.2,0,1.3,2호선,잠실(송파구청),228690,1
2019-04-07,13.3,0,1.6,2호선,잠실(송파구청),226301,0
2019-04-08,12.9,0,2,2호선,잠실(송파구청),212412,0
2019-04-09,10.3,11.5,2,2호선,잠실(송파구청),192025,0
2019-04-10,8.2,3,1.3,2호선,잠실(송파구청),187916,0
2019-04-11,10.4,0,1.2,2호선,잠실(송파구청),211853,0
2019-04-12,12.5,0,1.5,2호선,잠실(송파구청),235188,1
2019-04-13,12.9,0,1.6,2호선,잠실(송파구청),234961,1
2019-04-14,10.9,1.5,2,2호선,잠실(송파구청),127803,0
2019-04-15,12.8,0,1.4,2호선,잠실(송파구청),172931,0
2019-04-16,15.9,0,1.3,2호선,잠실(송파구청),180832,0
2019-04-17,16.3,0,1.5,2호선,잠실(송파구청),180216,0
2019-04-18,14.3,0,1.5,2호선,잠실(송파구청),177526,0
2019-04-19,14.1,0,1.7,2호선,잠실(송파구청),185592,1
2019-04-20,15,0,1.7,2호선,잠실(송파구청),168626,1
2019-04-21,16,0.5,1.3,2호선,잠실(송파구청),116943,0
2019-04-22,20,0,1.1,2호선,잠실(송파구청),167121,0
2019-04-23,21.1,0,1.1,2호선,잠실(송파구청),169034,0
2019-04-24,19.7,7,1.2,2호선,잠실(송파구청),176409,0
2019-04-25,14.3,11,1.6,2호선,잠실(송파구청),177794,0
2019-04-26,9.8,2.5,1.7,2호선,잠실(송파구청),196220,1
2019-04-27,12.8,0,1.5,2호선,잠실(송파구청),187041,1
2019-04-28,13.9,0,1.3,2호선,잠실(송파구청),131173,0
2019-04-29,13.8,0,1,2호선,잠실(송파구청),176611,0
2019-04-30,16.2,0,1.4,2호선,잠실(송파구청),192266,0
2019-05-01,17.3,0,1.8,2호선,잠실(송파구청),163683,1
2019-05-02,18.2,0,1.5,2호선,잠실(송파구청),193125,0
2019-05-03,18.9,0,1.5,2호선,잠실(송파구청),214297,1
2019-05-04,20.5,0,1.4,2호선,잠실(송파구청),261866,1
2019-05-05,20.4,0,1.6,2호선,잠실(송파구청),142364,0
2019-05-06,15.1,0,2.9,2호선,잠실(송파구청),140014,1
2019-05-07,16,0,1.8,2호선,잠실(송파구청),181219,0
2019-05-08,16.7,0,2,2호선,잠실(송파구청),176225,0
2019-05-09,17.1,0,1.8,2호선,잠실(송파구청),179629,0
2019-05-10,18.5,0,1.6,2호선,잠실(송파구청),198856,1
2019-05-11,21.1,0,1.4,2호선,잠실(송파구청),179713,1
2019-05-12,22.3,0,1.2,2호선,잠실(송파구청),132263,0
2019-05-13,19.5,0,1.4,2호선,잠실(송파구청),165369,0
2019-05-14,20.8,0,1.4,2호선,잠실(송파구청),174752,0
2019-05-15,21.6,0,1.4,2호선,잠실(송파구청),184153,0
2019-05-16,24.1,0,1.6,2호선,잠실(송파구청),183389,0
2019-05-17,24.2,0,1.1,2호선,잠실(송파구청),196997,1
2019-05-18,22.8,0,2.3,2호선,잠실(송파구청),179355,1
2019-05-19,20.1,16.5,1.4,2호선,잠실(송파구청),123586,0
2019-05-20,17.2,2.5,2.3,2호선,잠실(송파구청),168427,0
2019-05-21,17.9,0,2.3,2호선,잠실(송파구청),172807,0
2019-05-22,20.8,0,2.1,2호선,잠실(송파구청),175635,0
2019-05-23,23,0,1.5,2호선,잠실(송파구청),178202,0
2019-05-24,25.3,0,1.2,2호선,잠실(송파구청),200223,1
2019-05-25,24.6,0,1.5,2호선,잠실(송파구청),185337,1
2019-05-26,25.4,0,1.3,2호선,잠실(송파구청),133255,0
2019-05-27,18.4,5.5,2.4,2호선,잠실(송파구청),155320,0
2019-05-28,19.3,0,2,2호선,잠실(송파구청),174062,0
2019-05-29,21.2,0,1.8,2호선,잠실(송파구청),173749,0
2019-05-30,20.6,0,2.1,2호선,잠실(송파구청),177677,0
2019-05-31,19.8,0,1.9,2호선,잠실(송파구청),189495,1
2019-06-01,19.9,0,1.6,2호선,잠실(송파구청),167812,1
2019-06-02,22.2,0,1.5,2호선,잠실(송파구청),118231,0
2019-06-03,24,0,1.6,2호선,잠실(송파구청),164563,0
2019-06-04,23.8,0,1.7,2호선,잠실(송파구청),172986,0
2019-06-05,23.8,0,1.5,2호선,잠실(송파구청),186176,0
2019-06-06,21.9,6,1.4,2호선,잠실(송파구청),141223,1
2019-06-07,20.4,37,2.1,2호선,잠실(송파구청),176384,1
2019-06-08,22.6,0,1.4,2호선,잠실(송파구청),164021,1
2019-06-09,22.3,0,1.7,2호선,잠실(송파구청),110302,0
2019-06-10,19.3,11,1.8,2호선,잠실(송파구청),161942,0
2019-06-11,21.3,0,1.5,2호선,잠실(송파구청),169403,0
2019-06-12,22.5,0,1.5,2호선,잠실(송파구청),170558,0
2019-06-13,24,0,1.7,2호선,잠실(송파구청),173474,0
2019-06-14,24,0,1.4,2호선,잠실(송파구청),182011,1
2019-06-15,22.7,2.5,1.8,2호선,잠실(송파구청),164136,1
2019-06-16,22.6,0,1.4,2호선,잠실(송파구청),116181,0
2019-06-17,22.5,0,1.6,2호선,잠실(송파구청),160875,0
2019-06-18,21.3,8,1.5,2호선,잠실(송파구청),170865,0
2019-06-19,22.1,0,1.5,2호선,잠실(송파구청),172020,0
2019-06-20,23.5,0,1.6,2호선,잠실(송파구청),184759,0
2019-06-21,22.7,0,1.8,2호선,잠실(송파구청),188485,1
2019-06-22,24.5,0,1.8,2호선,잠실(송파구청),175814,1
2019-06-23,25,0,1.4,2호선,잠실(송파구청),124100,0
2019-06-24,25.4,0,1.4,2호선,잠실(송파구청),176640,0
2019-06-25,26.5,0,1.5,2호선,잠실(송파구청),181469,0
2019-06-26,25.7,0,1.4,2호선,잠실(송파구청),178439,0
2019-06-27,26,0,1.4,2호선,잠실(송파구청),176665,0
2019-06-28,25.2,0,1.4,2호선,잠실(송파구청),187362,1
2019-06-29,23.5,2,1.3,2호선,잠실(송파구청),164460,1
2019-06-30,24.6,0,1.6,2호선,잠실(송파구청),118790,0
2019-07-01,24.1,0,1.5,2호선,잠실(송파구청),165844,0
2019-07-02,24.9,0,1.7,2호선,잠실(송파구청),176867,0
2019-07-03,24.8,0,1.5,2호선,잠실(송파구청),179881,0
2019-07-04,26.3,0,1.5,2호선,잠실(송파구청),183534,0
2019-07-05,28.5,0,1.4,2호선,잠실(송파구청),197467,1
2019-07-06,29.8,0,1.9,2호선,잠실(송파구청),174683,1
2019-07-07,26.7,0,2.4,2호선,잠실(송파구청),123104,0
2019-07-08,25,0,2.1,2호선,잠실(송파구청),170357,0
2019-07-09,25.1,0,1.9,2호선,잠실(송파구청),182482,0
2019-07-10,22.8,13,2.2,2호선,잠실(송파구청),176667,0
2019-07-11,22,3.5,1.7,2호선,잠실(송파구청),178024,0
2019-07-12,24.1,0,1.5,2호선,잠실(송파구청),193580,1
2019-07-13,25.4,0,1.5,2호선,잠실(송파구청),172434,1
2019-07-14,26.3,0,1.2,2호선,잠실(송파구청),126178,0
2019-07-15,24.2,23.5,1.2,2호선,잠실(송파구청),160909,0
2019-07-16,25.4,0,1.3,2호선,잠실(송파구청),175629,0
2019-07-17,26.6,0,1.2,2호선,잠실(송파구청),180451,0
2019-07-18,27.9,1.5,1.1,2호선,잠실(송파구청),184313,0
2019-07-19,28.6,0,1.8,2호선,잠실(송파구청),191666,1
2019-07-20,28.7,0,2.3,2호선,잠실(송파구청),163762,1
2019-07-21,25.5,8,1.8,2호선,잠실(송파구청),121713,0
2019-07-22,27.7,0,1.4,2호선,잠실(송파구청),173127,0
2019-07-23,28.8,0,1.4,2호선,잠실(송파구청),180142,0
2019-07-24,27.2,0,1.5,2호선,잠실(송파구청),174739,0
2019-07-25,27,11,1.3,2호선,잠실(송파구청),177173,0
2019-07-26,25.9,106.5,1.2,2호선,잠실(송파구청),177543,1
2019-07-27,29,40.5,1.3,2호선,잠실(송파구청),157966,1
2019-07-28,26.6,30.5,1.8,2호선,잠실(송파구청),113251,0
2019-07-29,28.4,1,1.8,2호선,잠실(송파구청),185024,0
2019-07-30,29,0,2.3,2호선,잠실(송파구청),188239,0
2019-07-31,26.7,65,1.7,2호선,잠실(송파구청),178653,0
2019-08-01,27.5,48,1.3,2호선,잠실(송파구청),194906,0
2019-08-02,29.9,0,1.2,2호선,잠실(송파구청),201131,1
2019-08-03,29.9,0,1.2,2호선,잠실(송파구청),160807,1
2019-08-04,29.1,0,1,2호선,잠실(송파구청),121254,0
2019-08-05,31.5,0,1.2,2호선,잠실(송파구청),171997,0
2019-08-06,32,0,1.5,2호선,잠실(송파구청),183615,0
2019-08-07,27.1,12.5,1.1,2호선,잠실(송파구청),172242,0
2019-08-08,29.3,0,1.2,2호선,잠실(송파구청),183532,0
2019-08-09,29.7,7.5,1.3,2호선,잠실(송파구청),195338,1
2019-08-10,31.1,0,1.9,2호선,잠실(송파구청),167340,1
2019-08-11,30.9,3.5,3.2,2호선,잠실(송파구청),124908,0
2019-08-12,27,42.5,1.6,2호선,잠실(송파구청),165690,0
2019-08-13,30.4,0,1.3,2호선,잠실(송파구청),187466,0
2019-08-14,30.8,0,1.8,2호선,잠실(송파구청),190526,0
2019-08-15,25.7,35,1.8,2호선,잠실(송파구청),129628,1
2019-08-16,26.5,0,1.7,2호선,잠실(송파구청),176896,1
2019-08-17,26.2,0.5,1.7,2호선,잠실(송파구청),152218,1
2019-08-18,26,0,1.5,2호선,잠실(송파구청),116680,0
2019-08-19,26.8,0,1.2,2호선,잠실(송파구청),170625,0
2019-08-20,28.4,0,1.7,2호선,잠실(송파구청),178862,0
2019-08-21,27.2,1,1.4,2호선,잠실(송파구청),174915,0
2019-08-22,27.2,0,1.7,2호선,잠실(송파구청),180834,0
2019-08-23,26.7,0,1.9,2호선,잠실(송파구청),186963,1
2019-08-24,24.7,0,1.4,2호선,잠실(송파구청),163195,1
2019-08-25,25.1,0,1.5,2호선,잠실(송파구청),119276,0
2019-08-26,26.7,0,1.3,2호선,잠실(송파구청),171958,0
2019-08-27,25.7,2.5,1.2,2호선,잠실(송파구청),172239,0
2019-08-28,26.5,0,1.4,2호선,잠실(송파구청),177353,0
2019-08-29,23.3,59.5,1.9,2호선,잠실(송파구청),171504,0
2019-08-30,23.5,0,1.7,2호선,잠실(송파구청),185917,1
2019-08-31,24.2,0,1.5,2호선,잠실(송파구청),168104,1
2019-09-01,24.3,0,1,2호선,잠실(송파구청),118479,0
2019-09-02,25.2,0,1.1,2호선,잠실(송파구청),165862,0
2019-09-03,24.2,0,1.5,2호선,잠실(송파구청),173546,0
2019-09-04,23.4,14,1.2,2호선,잠실(송파구청),165003,0
2019-09-05,23.5,48.5,1,2호선,잠실(송파구청),167520,0
2019-09-06,25.9,1,1.1,2호선,잠실(송파구청),181493,1
2019-09-07,26.7,2.5,4.5,2호선,잠실(송파구청),111682,1
2019-09-08,25.5,0,1.3,2호선,잠실(송파구청),114472,0
2019-09-09,25.2,0.5,1.2,2호선,잠실(송파구청),164078,0
2019-09-10,24.1,54,1.5,2호선,잠실(송파구청),167725,0
2019-09-11,24.5,9.5,1.8,2호선,잠실(송파구청),172026,0
2019-09-12,21.9,1.5,1.4,2호선,잠실(송파구청),90354,1
2019-09-13,24,0,1.2,2호선,잠실(송파구청),91623,1
2019-09-14,22.8,0.5,1.3,2호선,잠실(송파구청),120561,1
2019-09-15,24.6,0,1.2,2호선,잠실(송파구청),107758,0
2019-09-16,24.9,0,1.6,2호선,잠실(송파구청),164058,0
2019-09-17,24.1,0,1.3,2호선,잠실(송파구청),170679,0
2019-09-18,22.3,0,1.7,2호선,잠실(송파구청),171911,0
2019-09-19,20.5,0,1.3,2호선,잠실(송파구청),177487,0
2019-09-20,20.3,0,1.5,2호선,잠실(송파구청),191212,1
2019-09-21,20.2,0,1.6,2호선,잠실(송파구청),173687,1
2019-09-22,18.6,3,2,2호선,잠실(송파구청),110592,0
2019-09-23,20.4,0,1.9,2호선,잠실(송파구청),169100,0
2019-09-24,20.4,0,1.1,2호선,잠실(송파구청),178161,0
2019-09-25,21.2,0,1,2호선,잠실(송파구청),178523,0
2019-09-26,23.3,0,1.1,2호선,잠실(송파구청),176038,0
2019-09-27,22.9,0,1,2호선,잠실(송파구청),191743,1
2019-09-28,24.1,0,1,2호선,잠실(송파구청),182232,1
2019-09-29,23.3,0,0.9,2호선,잠실(송파구청),128361,0
2019-09-30,23,0,0.8,2호선,잠실(송파구청),168676,0
2019-10-01,23.3,0,1.1,2호선,잠실(송파구청),172967,0
2019-10-02,22.5,23,1.4,2호선,잠실(송파구청),185693,0
2019-10-03,23,19.5,1.7,2호선,잠실(송파구청),146246,1
2019-10-04,22.8,0,1.1,2호선,잠실(송파구청),218689,1
2019-10-05,19.5,0,1.7,2호선,잠실(송파구청),183532,1
2019-10-06,18.8,0,1.8,2호선,잠실(송파구청),128667,0
2019-10-07,15.7,25,1.1,2호선,잠실(송파구청),156492,0
2019-10-08,16.2,0,2.2,2호선,잠실(송파구청),190505,0
2019-10-09,15,0,1.1,2호선,잠실(송파구청),149466,1
2019-10-10,15.7,0,0.8,2호선,잠실(송파구청),176498,0
2019-10-11,19.3,0,1.4,2호선,잠실(송파구청),194920,1
2019-10-12,18.7,0,2.6,2호선,잠실(송파구청),187388,1
2019-10-13,18.3,0,1.2,2호선,잠실(송파구청),129064,0
2019-10-14,16,0,1.6,2호선,잠실(송파구청),168130,0
2019-10-15,16.1,0,1.3,2호선,잠실(송파구청),178107,0
2019-10-16,15.9,0,1.2,2호선,잠실(송파구청),175543,0
2019-10-17,16.1,0,1.3,2호선,잠실(송파구청),180484,0
2019-10-18,17.9,0,1.4,2호선,잠실(송파구청),202273,1
2019-10-19,18.2,0,1.2,2호선,잠실(송파구청),184560,1
2019-10-20,17.2,0,0.9,2호선,잠실(송파구청),132402,0
2019-10-21,17.9,0,0.8,2호선,잠실(송파구청),169057,0
2019-10-22,18.7,0,0.9,2호선,잠실(송파구청),176371,0
2019-10-23,18,0,1.2,2호선,잠실(송파구청),176395,0
2019-10-24,19.7,0,1.7,2호선,잠실(송파구청),180323,0
2019-10-25,17.8,0,1.6,2호선,잠실(송파구청),205116,1
2019-10-26,11.3,0,2,2호선,잠실(송파구청),212421,1
2019-10-27,12.2,0,1.3,2호선,잠실(송파구청),150945,0
2019-10-28,13.7,2.5,1.9,2호선,잠실(송파구청),177571,0
2019-10-29,14,0,1.7,2호선,잠실(송파구청),186121,0
2019-10-30,12.2,0,1.3,2호선,잠실(송파구청),184487,0
2019-10-31,15.5,0,1.5,2호선,잠실(송파구청),184248,0
2019-11-01,16.1,0,1.1,2호선,잠실(송파구청),196990,1
2019-11-02,14.8,0,0.9,2호선,잠실(송파구청),191264,1
2019-11-03,15.3,0,1.4,2호선,잠실(송파구청),140259,0
2019-11-04,14.8,0,1.1,2호선,잠실(송파구청),168545,0
2019-11-05,13.2,0,1.1,2호선,잠실(송파구청),172055,0
2019-11-06,12.3,0,1.2,2호선,잠실(송파구청),179459,0
2019-11-07,11.1,0,1.7,2호선,잠실(송파구청),179889,0
2019-11-08,9,0,1.1,2호선,잠실(송파구청),196627,1
2019-11-09,10.6,0,1,2호선,잠실(송파구청),190289,1
2019-11-10,10.6,12.5,1.6,2호선,잠실(송파구청),130329,0
2019-11-11,12.2,0.5,2,2호선,잠실(송파구청),170272,0
2019-11-12,11,0,1.1,2호선,잠실(송파구청),177641,0
2019-11-13,8.5,7.5,2.1,2호선,잠실(송파구청),174701,0
2019-11-14,2.7,0,2.8,2호선,잠실(송파구청),183342,0
2019-11-15,6.3,19.5,1.8,2호선,잠실(송파구청),184218,1
2019-11-16,8.3,0,1,2호선,잠실(송파구청),176881,1
2019-11-17,9.2,35,1.2,2호선,잠실(송파구청),122857,0
2019-11-18,5.7,17,2.9,2호선,잠실(송파구청),167904,0
2019-11-19,1.8,0,2.7,2호선,잠실(송파구청),174023,0
2019-11-20,2.9,0,1.3,2호선,잠실(송파구청),174780,0
2019-11-21,5.5,0,1,2호선,잠실(송파구청),177608,0
2019-11-22,10.7,0,1.1,2호선,잠실(송파구청),191707,1
2019-11-23,12.5,0,0.8,2호선,잠실(송파구청),176845,1
2019-11-24,10.9,2.5,1.6,2호선,잠실(송파구청),125725,0
2019-11-25,4.1,0,1.9,2호선,잠실(송파구청),171127,0
2019-11-26,8.3,0,1.2,2호선,잠실(송파구청),177457,0
2019-11-27,5.3,0,1.9,2호선,잠실(송파구청),188089,0
2019-11-28,5.7,0,1.4,2호선,잠실(송파구청),184040,0
2019-11-29,4.3,0,1.3,2호선,잠실(송파구청),198246,1
2019-11-30,5.9,0,1.2,2호선,잠실(송파구청),177994,1
2019-12-01,6.1,2,1.3,2호선,잠실(송파구청),115009,0
2019-12-02,1.8,0,3,2호선,잠실(송파구청),174335,0
2019-12-03,1.5,0,1.6,2호선,잠실(송파구청),174537,0
2019-12-04,4.3,0,1.5,2호선,잠실(송파구청),175059,0
2019-12-05,-2.6,0,2.6,2호선,잠실(송파구청),180653,0
2019-12-06,-3.4,0,1.5,2호선,잠실(송파구청),188854,1
2019-12-07,-1.1,0,1.3,2호선,잠실(송파구청),174697,1
2019-12-08,0.7,0,0.9,2호선,잠실(송파구청),122848,0
2019-12-09,4.3,0,1.5,2호선,잠실(송파구청),172506,0
2019-12-10,9.2,1.5,1.2,2호선,잠실(송파구청),176568,0
2019-12-11,7.4,0,2.7,2호선,잠실(송파구청),186757,0
2019-12-12,1.2,0,2.3,2호선,잠실(송파구청),196033,0
2019-12-13,3.3,0,1.7,2호선,잠실(송파구청),204349,1
2019-12-14,4.4,0.5,2,2호선,잠실(송파구청),188838,1
2019-12-15,6.5,0,0.9,2호선,잠실(송파구청),131319,0
2019-12-16,9,0,0.8,2호선,잠실(송파구청),183120,0
2019-12-17,8.9,9.5,1.8,2호선,잠실(송파구청),184975,0
2019-12-18,2.7,0,1.8,2호선,잠실(송파구청),198426,0
2019-12-19,1.5,0,1.7,2호선,잠실(송파구청),199761,0
